order_item_id,order_id,product_id,quantity,unit_price,total_price
4184,3079,2635,3,61.29,183.87
4185,3080,2221,2,21.0,42.0
4186,3081,2028,3,107.94,323.82
4187,3081,2334,2,198.45,396.9
4188,3081,2148,2,457.04,914.08
4189,3082,2673,1,47.63,47.63
4190,3083,2138,3,258.97,776.91
4191,3084,2764,4,21.54,86.16
4192,3085,2732,4,1348.43,5393.72
4193,3086,2884,2,1716.02,3432.04
4194,3087,2674,2,60.56,121.12
4195,3087,2391,2,712.68,1425.36
4196,3087,2178,4,1006.43,4025.72
4197,3088,2663,1,106.21,106.21
4198,3088,2902,1,392.06,392.06
4199,3088,2065,1,1233.48,1233.48
4200,3089,2321,2,31.21,62.42
4201,3089,2654,1,879.99,879.99
4202,3089,2988,2,383.15,766.3
4203,3090,2221,2,22.45,44.9
4204,3090,2696,4,159.51,638.04
4205,3090,2592,2,8.18,16.36
4206,3090,2572,4,12.2,48.8
4207,3091,2650,3,427.34,1282.02
4208,3091,2326,2,783.05,1566.1
4209,3092,2235,3,28.17,84.51
4210,3092,2625,4,90.26,361.04
4211,3092,2539,1,8.94,8.94
4212,3093,2984,1,144.71,144.71
4213,3093,2775,2,1704.4,3408.8
4214,3094,2460,1,15.28,15.28
4215,3094,2807,3,13.84,41.52
4216,3095,2559,2,27.86,55.72
4217,3095,2360,2,20.9,41.8
4218,3095,2648,1,292.88,292.88
4219,3095,2712,4,79.96,319.84
4220,3095,2372,4,866.38,3465.52
4221,3096,2373,3,1587.98,4763.94
4222,3096,2180,2,153.17,306.34
4223,3096,2116,3,1170.87,3512.61
4224,3096,2715,1,502.64,502.64
4225,3097,2619,2,1706.66,3413.32
4226,3097,2692,2,73.66,147.32
4227,3098,2532,4,9.67,38.68
4228,3098,2934,3,11.51,34.53
4229,3099,2719,3,53.71,161.13
4230,3099,2409,4,7.39,29.56
4231,3099,2538,1,5.72,5.72
4232,3100,2267,3,345.94,1037.82
4233,3100,2827,2,32.65,65.3
4234,3100,2437,4,1149.16,4596.64
4235,3101,2289,3,76.23,228.69
4236,3101,2499,4,249.45,997.8
4237,3102,2542,3,433.16,1299.48
4238,3102,2808,4,24.5,98.0
4239,3102,2854,3,538.37,1615.11
4240,3102,2231,3,24.89,74.67
4241,3103,2437,2,1189.88,2379.76
4242,3103,2688,3,16.88,50.64
4243,3104,2279,2,84.39,168.78
4244,3105,2921,4,85.12,340.48
4245,3105,2080,3,24.53,73.59
4246,3106,2646,3,693.55,2080.65
4247,3106,2061,3,107.99,323.97
4248,3106,2197,1,150.4,150.4
4249,3107,2054,3,14.07,42.21
4250,3108,2499,1,256.26,256.26
4251,3108,2075,4,1591.58,6366.32
4252,3108,2703,3,196.41,589.23
4253,3108,2684,3,1010.36,3031.08
4254,3109,2413,1,1076.69,1076.69
4255,3109,2139,1,306.02,306.02
4256,3109,2897,1,14.69,14.69
4257,3110,2494,4,24.39,97.56
4258,3110,2276,3,1487.73,4463.19
4259,3110,2962,1,29.53,29.53
4260,3111,3000,1,395.41,395.41
4261,3112,2977,3,67.18,201.54
4262,3112,2739,3,202.69,608.07
4263,3113,2512,4,1459.47,5837.88
4264,3114,2930,4,48.46,193.84
4265,3114,2939,3,685.92,2057.76
4266,3115,2616,4,24.68,98.72
4267,3115,2115,1,138.33,138.33
4268,3115,2902,1,408.65,408.65
4269,3116,2818,3,183.88,551.64
4270,3116,2591,4,23.06,92.24
4271,3116,2614,4,103.57,414.28
4272,3117,2874,3,90.06,270.18
4273,3117,2115,4,141.85,567.4
4274,3117,2360,1,21.61,21.61
4275,3117,2566,1,826.5,826.5
4276,3117,2038,3,15.09,45.27
4277,3118,2424,1,41.52,41.52
4278,3118,2921,2,92.84,185.68
4279,3118,2396,3,242.02,726.06
4280,3118,2766,1,23.95,23.95
4281,3119,2229,3,241.38,724.14
4282,3119,2274,4,1444.88,5779.52
4283,3119,2928,4,6.42,25.68
4284,3119,2577,2,166.5,333.0
4285,3120,2590,4,141.29,565.16
4286,3120,2587,3,1023.73,3071.19
4287,3120,2095,4,180.07,720.28
4288,3120,2027,3,1764.99,5294.97
4289,3120,2022,1,78.18,78.18
4290,3121,2532,1,9.68,9.68
4291,3121,2263,3,76.08,228.24
4292,3121,2802,1,223.18,223.18
4293,3121,2424,2,41.54,83.08
4294,3122,2137,1,73.47,73.47
4295,3122,2623,1,387.59,387.59
4296,3123,2331,2,179.46,358.92
4297,3123,2313,2,1375.51,2751.02
4298,3124,2128,2,344.44,688.88
4299,3125,2631,3,1486.06,4458.18
4300,3126,2768,3,21.77,65.31
4301,3127,2806,3,445.95,1337.85
4302,3127,2863,2,20.44,40.88
4303,3128,2275,3,98.96,296.88
4304,3129,2385,2,51.55,103.1
4305,3130,2159,3,1811.39,5434.17
4306,3130,2396,1,219.31,219.31
4307,3130,2256,3,10.04,30.12
4308,3131,2421,1,175.85,175.85
4309,3131,2537,2,59.68,119.36
4310,3132,2046,2,182.64,365.28
4311,3133,2670,4,72.75,291.0
4312,3134,2016,4,1075.47,4301.88
4313,3134,2252,1,80.26,80.26
4314,3134,2535,1,330.57,330.57
4315,3134,2866,2,117.94,235.88
4316,3134,2848,1,99.2,99.2
4317,3135,2609,1,13.52,13.52
4318,3136,2334,2,222.04,444.08
4319,3137,2810,3,1387.93,4163.79
4320,3137,2113,1,66.19,66.19
4321,3137,2561,1,126.06,126.06
4322,3138,2157,4,154.11,616.44
4323,3138,2353,2,84.73,169.46
4324,3138,2886,4,79.08,316.32
4325,3138,2870,3,25.35,76.05
4326,3139,2374,1,21.45,21.45
4327,3139,2687,2,561.08,1122.16
4328,3139,2782,3,346.6,1039.8
4329,3140,2102,1,125.35,125.35
4330,3140,2392,3,19.39,58.17
4331,3140,2052,1,674.07,674.07
4332,3141,2117,1,228.57,228.57
4333,3141,2920,4,128.29,513.16
4334,3142,2080,1,25.95,25.95
4335,3142,2042,2,699.24,1398.48
4336,3142,2841,1,143.02,143.02
4337,3143,2049,3,186.72,560.16
4338,3143,2445,3,693.09,2079.27
4339,3144,2891,2,1638.72,3277.44
4340,3144,2457,1,460.41,460.41
4341,3144,2607,2,1211.62,2423.24
4342,3144,2224,4,902.32,3609.28
4343,3145,2941,1,70.25,70.25
4344,3145,2483,2,198.68,397.36
4345,3145,2672,3,87.2,261.6
4346,3145,2673,2,54.87,109.74
4347,3146,2711,4,1350.77,5403.08
4348,3146,2388,1,78.41,78.41
4349,3147,2465,1,63.8,63.8
4350,3148,2078,1,150.37,150.37
4351,3149,2057,4,246.13,984.52
4352,3149,2502,3,606.62,1819.86
4353,3149,2864,4,1248.87,4995.48
4354,3150,2713,2,1178.88,2357.76
4355,3150,2733,3,226.22,678.66
4356,3151,2331,4,177.77,711.08
4357,3151,2084,2,9.2,18.4
4358,3152,2580,3,345.74,1037.22
4359,3153,2014,2,237.27,474.54
4360,3153,2376,3,62.92,188.76
4361,3153,2864,4,1355.66,5422.64
4362,3153,2414,3,1025.34,3076.02
4363,3154,2632,1,576.87,576.87
4364,3154,2756,1,1546.06,1546.06
4365,3155,2805,4,51.95,207.8
4366,3155,2487,3,1477.42,4432.26
4367,3155,2280,1,68.89,68.89
4368,3155,2598,1,654.24,654.24
4369,3156,2695,1,430.3,430.3
4370,3157,2749,3,458.95,1376.85
4371,3157,2054,2,13.98,27.96
4372,3157,2013,1,284.94,284.94
4373,3158,2018,4,207.83,831.32
4374,3158,2961,4,21.8,87.2
4375,3158,2404,4,104.06,416.24
4376,3159,2775,4,1746.54,6986.16
4377,3159,2358,1,64.72,64.72
4378,3160,2251,1,218.51,218.51
4379,3161,2711,2,1387.92,2775.84
4380,3161,2893,2,36.1,72.2
4381,3161,2513,4,24.19,96.76
4382,3162,2881,4,241.09,964.36
4383,3162,2988,2,420.83,841.66
4384,3163,2645,1,1416.21,1416.21
4385,3163,2706,1,411.41,411.41
4386,3164,2880,4,328.04,1312.16
4387,3164,2464,3,187.84,563.52
4388,3164,2257,4,1491.3,5965.2
4389,3165,2806,2,477.95,955.9
4390,3165,2767,1,358.88,358.88
4391,3166,2924,2,434.92,869.84
4392,3166,2229,3,266.27,798.81
4393,3166,2241,4,82.21,328.84
4394,3167,2021,3,1377.56,4132.68
4395,3167,2899,4,242.29,969.16
4396,3167,2486,4,22.33,89.32
4397,3167,2603,4,543.47,2173.88
4398,3168,2394,2,709.06,1418.12
4399,3168,2063,3,176.19,528.57
4400,3169,2552,2,1385.16,2770.32
4401,3169,2107,3,1670.04,5010.12
4402,3170,2656,1,14.87,14.87
4403,3170,2362,1,1283.37,1283.37
4404,3171,2550,3,1472.19,4416.57
4405,3171,2634,3,115.58,346.74
4406,3171,2792,2,336.9,673.8
4407,3172,2069,1,580.66,580.66
4408,3172,2742,4,1140.5,4562.0
4409,3172,2168,4,344.72,1378.88
4410,3172,2015,1,22.28,22.28
4411,3173,2218,4,73.29,293.16
4412,3173,2698,1,837.59,837.59
4413,3174,2933,2,1585.73,3171.46
4414,3174,2887,2,10.53,21.06
4415,3174,2374,4,19.46,77.84
4416,3175,2326,3,753.01,2259.03
4417,3175,2357,3,9.47,28.41
4418,3176,2738,1,15.54,15.54
4419,3176,2767,1,370.1,370.1
4420,3177,2331,4,167.48,669.92
4421,3177,2853,3,13.32,39.96
4422,3177,2316,4,25.99,103.96
4423,3178,2676,1,39.52,39.52
4424,3178,2473,3,1123.85,3371.55
4425,3178,2594,4,229.25,917.0
4426,3178,2834,2,877.35,1754.7
4427,3179,2429,2,362.09,724.18
4428,3179,2203,3,222.97,668.91
4429,3180,2773,2,182.65,365.3
4430,3180,2009,4,38.71,154.84
4431,3180,2958,3,107.85,323.55
4432,3180,2431,4,51.22,204.88
4433,3181,2472,3,1133.9,3401.7
4434,3181,2429,4,342.64,1370.56
4435,3181,2533,1,1283.21,1283.21
4436,3181,2968,2,23.51,47.02
4437,3181,2393,4,647.16,2588.64
4438,3182,2898,1,97.42,97.42
4439,3182,2509,4,65.91,263.64
4440,3182,2863,3,21.04,63.12
4441,3182,2311,3,40.58,121.74
4442,3183,2375,2,13.33,26.66
4443,3184,2534,4,36.4,145.6
4444,3184,2704,4,364.97,1459.88
4445,3184,2262,4,1642.96,6571.84
4446,3184,2743,4,8.25,33.0
4447,3185,2293,1,43.56,43.56
4448,3186,2446,4,518.13,2072.52
4449,3187,2481,4,122.83,491.32
4450,3188,2514,1,8.06,8.06
4451,3189,2094,1,235.3,235.3
4452,3189,2205,4,1715.91,6863.64
4453,3189,2430,4,1657.52,6630.08
4454,3189,2935,4,142.6,570.4
4455,3189,2016,1,1089.52,1089.52
4456,3190,2499,4,233.05,932.2
4457,3190,2599,1,7.41,7.41
4458,3190,2240,2,935.85,1871.7
4459,3191,2845,2,22.17,44.34
4460,3191,2586,1,12.85,12.85
4461,3192,2142,4,44.33,177.32
4462,3192,2350,1,1358.03,1358.03
4463,3192,2014,1,258.02,258.02
4464,3192,2183,2,1784.99,3569.98
4465,3192,2666,3,11.06,33.18
4466,3193,2129,1,10.81,10.81
4467,3193,2866,3,132.53,397.59
4468,3193,2895,4,147.84,591.36
4469,3193,2992,3,93.31,279.93
4470,3194,2247,4,1274.74,5098.96
4471,3194,2753,4,16.83,67.32
4472,3194,2050,2,19.04,38.08
4473,3195,2994,2,71.65,143.3
4474,3195,2677,1,75.13,75.13
4475,3195,2628,1,48.95,48.95
4476,3195,2660,3,665.73,1997.19
4477,3196,2871,1,1443.59,1443.59
4478,3196,2657,4,310.56,1242.24
4479,3196,2278,2,21.53,43.06
4480,3196,2459,1,55.77,55.77
4481,3197,2670,3,67.66,202.98
4482,3198,2086,1,15.03,15.03
4483,3199,2156,3,58.21,174.63
4484,3199,2582,4,1334.25,5337.0
4485,3200,2699,3,68.52,205.56
4486,3200,2341,2,735.15,1470.3
4487,3200,2804,1,550.98,550.98
4488,3201,2311,2,40.44,80.88
4489,3201,2823,2,374.62,749.24
4490,3201,2766,4,26.49,105.96
4491,3201,2535,2,377.66,755.32
4492,3202,2995,2,414.29,828.58
4493,3202,2964,3,19.31,57.93
4494,3202,2018,4,229.83,919.32
4495,3203,2486,4,22.67,90.68
4496,3204,2750,3,1610.33,4830.99
4497,3204,2902,2,379.41,758.82
4498,3205,2312,3,8.88,26.64
4499,3205,2712,3,78.22,234.66
4500,3205,2701,3,356.95,1070.85
4501,3206,2615,1,472.37,472.37
4502,3206,2821,1,19.42,19.42
4503,3207,2509,1,69.33,69.33
4504,3207,2378,3,104.6,313.8
4505,3207,2039,3,1469.29,4407.87
4506,3208,2329,4,20.65,82.6
4507,3208,2242,4,218.2,872.8
4508,3209,2318,4,91.45,365.8
4509,3209,2123,1,33.96,33.96
4510,3209,2820,3,1822.34,5467.02
4511,3209,2680,4,454.68,1818.72
4512,3210,2557,4,101.0,404.0
4513,3210,2268,3,331.63,994.89
4514,3211,2297,2,8.82,17.64
4515,3212,2691,3,95.94,287.82
4516,3212,2757,2,1167.48,2334.96
4517,3212,2607,1,1348.94,1348.94
4518,3213,2215,3,603.34,1810.02
4519,3213,2337,4,38.58,154.32
4520,3213,2204,1,614.88,614.88
4521,3213,2913,4,70.86,283.44
4522,3214,2743,3,8.48,25.44
4523,3214,2255,1,64.06,64.06
4524,3214,2582,4,1377.24,5508.96
4525,3215,2678,4,254.85,1019.4
4526,3215,2127,1,231.43,231.43
4527,3216,2564,3,46.51,139.53
4528,3216,2749,2,405.77,811.54
4529,3216,2041,1,1603.81,1603.81
4530,3216,2294,4,705.85,2823.4
4531,3217,2095,2,188.04,376.08
4532,3217,2396,3,222.58,667.74
4533,3217,2333,2,1174.76,2349.52
4534,3218,2626,4,647.4,2589.6
4535,3218,2476,4,333.12,1332.48
4536,3219,2073,1,564.62,564.62
4537,3220,2851,2,178.75,357.5
4538,3220,2766,2,24.23,48.46
4539,3221,2479,3,65.22,195.66
4540,3222,2070,3,1434.88,4304.64
4541,3222,2009,4,36.62,146.48
4542,3222,2310,2,371.13,742.26
4543,3223,2182,2,77.45,154.9
4544,3223,2492,1,128.15,128.15
4545,3223,2571,2,1541.75,3083.5
4546,3223,2208,2,11.85,23.7
4547,3224,2684,2,1012.62,2025.24
4548,3224,2419,3,70.02,210.06
4549,3224,2868,2,248.27,496.54
4550,3224,2588,4,6.57,26.28
4551,3225,2293,2,43.35,86.7
4552,3226,2146,3,32.55,97.65
4553,3226,2174,4,257.69,1030.76
4554,3226,2801,2,1699.39,3398.78
4555,3227,2320,3,7.09,21.27
4556,3228,2703,3,193.11,579.33
4557,3228,2963,2,64.75,129.5
4558,3228,2504,3,52.95,158.85
4559,3228,2213,2,28.83,57.66
4560,3228,2561,3,116.9,350.7
4561,3229,2665,4,1063.96,4255.84
4562,3230,2137,3,72.96,218.88
4563,3230,2820,1,1658.67,1658.67
4564,3230,2833,1,446.32,446.32
4565,3230,2181,1,15.87,15.87
4566,3230,2535,3,328.79,986.37
4567,3231,2940,4,45.63,182.52
4568,3231,2843,2,45.38,90.76
4569,3231,2691,2,105.94,211.88
4570,3232,2541,2,82.36,164.72
4571,3233,2812,4,106.85,427.4
4572,3233,2691,4,97.45,389.8
4573,3233,2226,2,412.54,825.08
4574,3234,2146,3,31.11,93.33
4575,3234,2253,3,30.17,90.51
4576,3234,2465,2,68.33,136.66
4577,3234,2515,4,17.1,68.4
4578,3235,2788,3,1222.24,3666.72
4579,3235,2929,4,29.54,118.16
4580,3236,2117,4,244.05,976.2
4581,3236,2024,2,9.23,18.46
4582,3236,2495,2,288.54,577.08
4583,3237,2172,2,7.11,14.22
4584,3237,2789,1,145.54,145.54
4585,3238,2965,4,49.99,199.96
4586,3238,2332,4,34.49,137.96
4587,3239,2477,1,67.67,67.67
4588,3240,2166,4,408.7,1634.8
4589,3241,2703,1,193.36,193.36
4590,3241,2377,2,220.56,441.12
4591,3241,2234,1,66.52,66.52
4592,3241,2175,2,695.03,1390.06
4593,3241,2852,3,14.63,43.89
4594,3242,2915,1,10.93,10.93
4595,3243,2846,4,41.91,167.64
4596,3243,2877,4,262.21,1048.84
4597,3243,2262,1,1559.6,1559.6
4598,3243,2862,3,11.93,35.79
4599,3243,2757,3,1082.2,3246.6
4600,3244,2058,4,1493.93,5975.72
4601,3245,2572,1,10.91,10.91
4602,3245,2457,1,457.33,457.33
4603,3245,2101,3,811.87,2435.61
4604,3246,2285,3,111.09,333.27
4605,3246,2991,4,398.43,1593.72
4606,3247,2401,3,5.37,16.11
4607,3247,2121,1,69.24,69.24
4608,3247,2571,1,1587.35,1587.35
4609,3247,2081,2,77.93,155.86
4610,3248,2755,1,633.42,633.42
4611,3249,2222,4,486.07,1944.28
4612,3249,2891,4,1527.88,6111.52
4613,3249,2278,3,22.2,66.6
4614,3249,2011,4,76.82,307.28
4615,3250,2160,3,78.97,236.91
4616,3251,2856,1,678.42,678.42
4617,3251,2053,4,164.24,656.96
4618,3251,2865,2,253.98,507.96
4619,3251,2168,3,350.74,1052.22
4620,3251,2387,4,1679.23,6716.92
4621,3252,2007,2,47.06,94.12
4622,3252,2903,2,22.27,44.54
4623,3252,2719,2,59.27,118.54
4624,3253,2229,1,262.58,262.58
4625,3253,2653,1,235.44,235.44
4626,3254,2946,4,515.2,2060.8
4627,3255,2797,1,754.7,754.7
4628,3255,2222,3,498.84,1496.52
4629,3256,2095,2,181.19,362.38
4630,3256,2268,1,325.18,325.18
4631,3257,2761,1,224.81,224.81
4632,3257,2117,3,236.18,708.54
4633,3258,2072,3,640.85,1922.55
4634,3258,2430,1,1638.43,1638.43
4635,3258,2317,3,53.78,161.34
4636,3258,2316,3,28.29,84.87
4637,3259,2296,1,1562.33,1562.33
4638,3259,2037,3,1507.27,4521.81
4639,3260,2170,4,19.13,76.52
4640,3260,2943,2,86.25,172.5
4641,3261,2385,2,48.41,96.82
4642,3261,2953,4,87.22,348.88
4643,3261,2634,1,125.16,125.16
4644,3262,2502,1,618.72,618.72
4645,3262,2339,2,96.1,192.2
4646,3263,2227,2,31.94,63.88
4647,3263,2596,3,859.28,2577.84
4648,3263,2517,4,70.45,281.8
4649,3264,2181,3,15.45,46.35
4650,3264,2805,4,50.34,201.36
4651,3264,2444,4,7.65,30.6
4652,3264,2866,1,115.8,115.8
4653,3264,2030,2,280.41,560.82
4654,3265,2383,2,296.24,592.48
4655,3265,2367,2,49.54,99.08
4656,3265,2762,3,17.0,51.0
4657,3265,2859,2,1839.64,3679.28
4658,3266,2579,4,113.15,452.6
4659,3266,2918,1,262.16,262.16
4660,3266,2546,2,9.48,18.96
4661,3266,2164,1,1074.43,1074.43
4662,3267,2350,4,1580.67,6322.68
4663,3268,2333,3,1062.63,3187.89
4664,3268,2081,1,83.69,83.69
4665,3269,2881,3,254.45,763.35
4666,3269,2350,3,1410.88,4232.64
4667,3270,2012,3,21.86,65.58
4668,3270,2330,2,22.92,45.84
4669,3270,2969,4,538.33,2153.32
4670,3270,2093,3,56.77,170.31
4671,3271,2089,4,1332.99,5331.96
4672,3272,2844,1,216.36,216.36
4673,3272,2284,2,43.98,87.96
4674,3272,2381,3,19.99,59.97
4675,3273,2850,1,179.21,179.21
4676,3273,2564,2,46.73,93.46
4677,3274,2440,1,1477.57,1477.57
4678,3274,2592,3,8.48,25.44
4679,3274,2389,3,744.88,2234.64
4680,3275,2862,3,11.38,34.14
4681,3275,2067,1,120.92,120.92
4682,3276,2282,1,339.44,339.44
4683,3276,2729,3,219.59,658.77
4684,3277,2649,4,854.88,3419.52
4685,3277,2833,1,460.32,460.32
4686,3278,2282,1,313.15,313.15
4687,3278,2919,3,1420.23,4260.69
4688,3278,2511,4,95.36,381.44
4689,3279,2720,3,9.84,29.52
4690,3279,2202,4,1681.45,6725.8
4691,3279,2573,1,48.37,48.37
4692,3280,2057,2,231.66,463.32
4693,3280,2523,3,911.54,2734.62
4694,3280,2513,4,26.56,106.24
4695,3280,2642,3,1218.66,3655.98
4696,3281,2220,1,38.0,38.0
4697,3281,2735,3,22.67,68.01
4698,3281,2844,2,212.57,425.14
4699,3282,2988,3,415.11,1245.33
4700,3282,2285,3,100.31,300.93
4701,3282,2682,1,14.46,14.46
4702,3283,2687,1,532.61,532.61
4703,3283,2038,1,15.0,15.0
4704,3283,2891,3,1599.01,4797.03
4705,3284,2148,3,478.46,1435.38
4706,3284,2233,4,89.51,358.04
4707,3284,2775,1,1790.5,1790.5
4708,3284,2941,4,67.27,269.08
4709,3285,2223,4,13.91,55.64
4710,3285,2079,4,678.17,2712.68
4711,3286,2433,1,1001.48,1001.48
4712,3287,2495,4,284.36,1137.44
4713,3287,2406,4,74.38,297.52
4714,3288,2912,3,1405.97,4217.91
4715,3288,2595,2,28.93,57.86
4716,3289,2488,4,63.73,254.92
4717,3290,2051,2,1373.04,2746.08
